id,name,producer,nation,local1,local2,local3,local4,varieties1,varieties2,varieties3,varieties4,varieties5,varieties6,varieties7,varieties8,varieties9,varieties10,varieties11,varieties12,type,use,abv,degree,sweet,acidity,body,tannin,price,year,ml
137430,"Santa Margherita, Pinot Grigio",산타 마게리타 Santa Margherita,이탈리아 Italy,트렌티노 알토 아디제 Trentino-Alto Adige,,,,Pinot Grigio,,,,,,,,,,,,White,"Appetizer, Table",,,SWEET1,ACIDITY3,BODY3,TANNIN1,35000.0,2019.0,750.0
155753,Domaine Bizot Vosne Romanee 1er Cru,도멘 비조 Domaine Bizot,프랑스 France,부르고뉴 Bourgogne,꼬뜨 드 뉘 Cote de Nuits,본-로마네 Vosne-Romanee,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,550000.0,2011.0,750.0
139514,"Laroche, Cabernet Sauvignon",라로쉬   Domaine Laroche,프랑스 France,서던 프랑스 Southern France,랑그독 루씨용 Languedoc Roussillon,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,33000.0,2017.0,750.0
165992,Blanc de Chasse Spleen,샤또 샤스 스플린 Chateau Chasse Spleen,프랑스 France,보르도 Bordeaux,,,,Bordeaux Blend White,,,,,,,,,,,,White,"Appetizer, Table",,,SWEET1,ACIDITY4,BODY3,TANNIN1,55000.0,2017.0,750.0
150346,David Stone Pinot Noir,갤로 패밀리 빈야드 Gallo Family Vineyard - E&J; Gallo Winery,미국 U.S.A,캘리포니아 California,,,,Pinot Noir,,,,,,,,,,,,Red,Table,12.5,15~17,SWEET1,ACIDITY4,BODY2,TANNIN2,14800.0,,750.0
157179,"Hahn, Merlot",한 패밀리 와인즈 Hahn Family Wines,미국 U.S.A,캘리포니아 California,센트럴 코스트 Central Coast,,,Merlot,Cabernet Sauvignon,,,,,,,,,,,Red,Table,14.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,54000.0,2013.0,750.0
140927,"P. Ferraud et Fils, Beaujolais ",피에르 페로 에 피스 Pierre Ferraud et Fils,프랑스 France,부르고뉴 Bourgogne,보졸레 Beaujolais,,,Gamay,,,,,,,,,,,,Red,Table,12~13,14~16,SWEET1,ACIDITY5,BODY2,TANNIN2,27000.0,2011.0,750.0
162593,"Domaine Roux Pere & Fils, Santenay 1er Cru 'Beaurepaire'",도멘 루 페레 에 피스 Domaine Roux Pere & Fils,프랑스 France,부르고뉴 Bourgogne,꼬뜨 드 본 Cote de Beaune,상트네 Santenay,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,116000.0,2016.0,750.0
142271,"Domain Lalande, Cabernet Sauvignon",도멘 라렁드 Domain Lalande,프랑스 France,서던 프랑스 Southern France,랑그독 루씨용 Languedoc Roussillon,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY2,TANNIN3,22000.0,2005.0,750.0
141990,"Chateau Los Boldos, Vieilles Vignes  Merlot",샤또 로스 볼도스 Chateau Los Boldos,칠레 Chile,라펠 밸리 Rapel Valley,,,,Merlot,,,,,,,,,,,,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,54000.0,2012.0,750.0
161225,Palo Alto Sparkling Brut,갤로 패밀리 빈야드 Gallo Family Vineyard - E&J; Gallo Winery,칠레 Chile,센트럴 밸리 Central Valley,,,,Chardonnay,Pinot Noir,,,,,,,,,,,Sparkling,Appetizer,12,6~8,SWEET1,ACIDITY3,BODY3,TANNIN1,9900.0,,750.0
166799,"Les Vignerons d'Ige, Blanc",Les Vignerons d'Ige 레 비뉴홍 디제,프랑스 France,부르고뉴 Bourgogne,,,,Chardonnay,Pinot Noir,,,,,,,,,,,Sparkling,Appetizer,11.5~12.5,8~10,SWEET1,ACIDITY4,BODY2,TANNIN1,67000.0,,750.0
154473,Twomey Sauvignon Blanc,실버 오크 Silver Oak Winery,미국 U.S.A,캘리포니아 California,소노마 카운티 Sonoma County,,,Sauvignon blanc,Cabernet Sauvignon,,,,,,,,,,,White,Table,14~15,8~10,SWEET1,ACIDITY4,BODY2,TANNIN1,152000.0,2019.0,750.0
144813,"Cono Sur, 20 Barrels Merlot",코노 수르 Cono Sur,칠레 Chile,라펠 밸리 Rapel Valley,콜차구아 밸리 Colchagua Valley,,,Merlot,Cabernet Sauvignon,Syrah & Shiraz,,,,,,,,,,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,80000.0,2014.0,750.0
161257,"Hardys, Limited Cellar Release, Pinot Noir",하디스 Hardy's,호주 Australia,빅토리아 Victoria,야라 밸리 Yarra Valley,,,Pinot Noir,,,,,,,,,,,,Red,Table,14.5,15~17,SWEET1,ACIDITY3,BODY2,TANNIN2,24900.0,2017.0,750.0
139568,Gini Soave Classico Superiore Contrada Salvarenza,지니 산드로 에 클라우디오 Gini Sandro e Claudio,이탈리아 Italy,베네토 Veneto,소아베 Soave,,,Garganega,,,,,,,,,,,,White,Table,13.5,10~12,SWEET1,ACIDITY4,BODY2,TANNIN1,162000.0,2006.0,750.0
151048,Flip Flop Cabernet Sauvignon,플립 플랍 Flip Flop,미국 U.S.A,캘리포니아 California,앨러미다 카운티 Alameda County,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,12.5,16~18,SWEET1,ACIDITY3,BODY2,TANNIN3,28000.0,,750.0
152639,"Keller, Riesling Trocken Von der Fels",켈러 Weingut Keller,독일 Germany,라인헤센 Rheinhessen,,,,Riesling,,,,,,,,,,,,White,Table,,,SWEET1,ACIDITY5,BODY3,TANNIN1,134000.0,2012.0,750.0
148038,"Concha y Toro, Gran Reserva Chardonnay",콘차이 토로 Concha y Toro,칠레 Chile,라펠 밸리 Rapel Valley,,,,Chardonnay,,,,,,,,,,,,White,Table,14,9~11,SWEET1,ACIDITY3,BODY3,TANNIN1,60000.0,2016.0,750.0
142754,Chateau Larose Trintaudon,샤또 라로즈 트랑토돈 Chateau Larose Trintaudon,프랑스 France,보르도 Bordeaux,오-메독 Haut-Medoc,,,Cabernet Sauvignon,Merlot,Cabernet Franc,,,,,,,,,,Red,Table,13,16~18,SWEET1,ACIDITY4,BODY4,TANNIN4,80000.0,2009.0,750.0
160937,Carte Blanche Chardonnay,니콜라스 알렌 와이너리 Nicolas Allen Winery,미국 U.S.A,캘리포니아 California,소노마 카운티 Sonoma County,,,Chardonnay,,,,,,,,,,,,White,Table,14.2,10~12,SWEET1,ACIDITY3,BODY4,TANNIN1,450000.0,2018.0,750.0
165771,Chateau Godard,샤또 고다르 Chateau Godard,프랑스 France,보르도 Bordeaux,,,,Merlot,Cabernet Sauvignon,,,,,,,,,,,Red,Table,14~15,15~17,SWEET1,ACIDITY3,BODY3,TANNIN3,45000.0,2015.0,750.0
142778,Song Blue Cabernet Sauvignon,메종 지네스테 Maison Ginestet,프랑스 France,보르도 Bordeaux,,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,12,16~18,SWEET1,ACIDITY3,BODY3,TANNIN2,15000.0,2008.0,750.0
143364,"Alexander, Rhythm n Blues Prosecco",알렉산더 Alexander,이탈리아 Italy,베네토 Veneto,,,,Prosecco,,,,,,,,,,,,Hard,Dessert,38,14~16,SWEET1,ACIDITY1,BODY5,TANNIN1,237000.0,2002.0,500.0
153585,"Sieur d'Arques, Bubble No.1 Rose",쉬르 다르크 (씨에르 다르퀴) Sieur d'Arques,프랑스 France,서던 프랑스 Southern France,랑그독 루씨용 Languedoc Roussillon,리무 Limoux,,Chardonnay,Chenin Blanc,Pinot Noir,,,,,,,,,,Sparkling,"Appetizer, Table",13,8~10,SWEET1,ACIDITY4,BODY2,TANNIN1,30000.0,2013.0,750.0
144516,Iphofer Julius Echter Berg Riesling Auslese,바인굿 율리우스피탈  Weingut Juliusspital,독일 Germany,프랑켄 Franken,,,,Riesling,,,,,,,,,,,,White,Table,,,SWEET1,ACIDITY5,BODY3,TANNIN1,44000.0,2001.0,750.0
151729,Altanza Seleccion Especial Reserva,보데가 알탄자 Bodegas Altanza,스페인 Spain,리오하 Rioja,,,,Tempranillo,,,,,,,,,,,,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,120000.0,2004.0,750.0
161543,Alma Flamenca Semidulce,보데가스 페르난도 카스트로 Bodegas Fernando Castro,스페인 Spain,,,,,Tempranillo,,,,,,,,,,,,Red,Dessert,,,SWEET3,ACIDITY1,BODY3,TANNIN2,11000.0,2015.0,750.0
163052,"Kabaj, Beli Pinot",카바이 Kabaj,슬로베니아 Slovenia,고리스카 브르다 Goriska Brda,,,,Pinot Blanc,,,,,,,,,,,,White,Table,13,10~12,SWEET1,ACIDITY3,BODY4,TANNIN1,90000.0,2014.0,750.0
155716,Sumarroca Nuria Claverol Gran Reserva,수마로카 Sumarroca,스페인 Spain,페네데스 Penedes,,,,Chardonnay,Parellada,,,,,,,,,,,Sparkling,Appetizer,,,SWEET1,ACIDITY3,BODY3,TANNIN1,92000.0,2009.0,750.0
162111,Chateau Mont Perat Special Selection Blanc,샤또 몽 페라 Chateau Mont Perat,프랑스 France,보르도 Bordeaux,,,,Sauvignon blanc,Semillon,,,,,,,,,,,White,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN1,18000.0,2015.0,750.0
139657,Fox Creek Reserve Merlot,폭스 크릭 Fox Creek,호주 Australia,사우스 오스트레일리아 South Australia,맥라렌 베일 McLaren Vale,,,Merlot,,,,,,,,,,,,Red,Table,14,16~19,SWEET1,ACIDITY3,BODY4,TANNIN4,95000.0,2001.0,750.0
145886,"Saint Clair, Vicar's Choice Sauvignon Blanc",생 클레어 패밀리 에스테이트 Saint Clair Family Estate,뉴질랜드 New Zealand,사우스 아일랜드 South Island,말보로 Marlborough,,,Sauvignon blanc,,,,,,,,,,,,White,Table,12.5,10~12,SWEET1,ACIDITY5,BODY3,TANNIN1,53000.0,2007.0,750.0
168150,"San Marco, Tusculum Vino Bianco",산 마르코 San Marco,이탈리아 Italy,라치오 Lazio,,,,Malvasia,Trebbiano,Cesanese,Grechetto Bianco,,,,,,,,,White,Table,12~13,8~10,SWEET1,ACIDITY4,BODY2,TANNIN1,50000.0,2020.0,750.0
149285,"Diebolt Vallois, Prestige Brut",디에볼 발르아 Diebolt-Vallois,프랑스 France,샹파뉴 Champagne,,,,Chardonnay,,,,,,,,,,,,Sparkling,"Appetizer, Table",12.5,7~9,SWEET1,ACIDITY5,BODY2,TANNIN1,219000.0,,750.0
167425,"Lignier Michelot, Bourgogne Pinot Noir ",도멘 리니에 미쉘로 Domaine Lignier Michelot,프랑스 France,부르고뉴 Bourgogne,꼬뜨 드 뉘 Cote de Nuits,샹볼 뮈지니 Chambolle Musigny,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,110000.0,2018.0,750.0
137672,Chateau Pey La Tour Reserve Bordeaux Superieur,두르뜨 Dourthe ( Vins & Vignobles Dourthe ),프랑스 France,보르도 Bordeaux,보르도 쒸뻬리외르 Bordeaux Superieur,,,Merlot,Cabernet Sauvignon,Petit Verdot,,,,,,,,,,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,66000.0,2015.0,750.0
152769,"Giuseppe Mascarello, Barbera d'Alba 'Codana'",쥬세페 마스까렐로 Giuseppe Mascarello,이탈리아 Italy,피에몬테 Piemonte,알바 Alba,,,Barbera,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,225000.0,2009.0,750.0
148574,Chateau Barrail,샤또 바라일 Chateau Barrail,프랑스 France,보르도 Bordeaux,,,,Cabernet Sauvignon,Merlot,Cabernet Franc,,,,,,,,,,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,38000.0,2009.0,750.0
167233,Mavroudi,찬탈리 Tsantali,그리스 Greece,트라케 Thrace,,,,Mavrud,,,,,,,,,,,,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,35000.0,2015.0,750.0
149016,"La Pousse d'Or, Volnay 1er Cru 'En Caillerets'",도멘 드 라 뿌스 도르 Domaine de la Pousse d'Or,프랑스 France,부르고뉴 Bourgogne,꼬뜨 드 본 Cote de Beaune,볼네 Volnay,,Pinot Noir,,,,,,,,,,,,Red,Table,13,15~17,SWEET1,ACIDITY5,BODY3,TANNIN3,432000.0,2006.0,750.0
145146,"Ramirana, Chardonnay",벤티스꾸에로 Ventisquero,칠레 Chile,라펠 밸리 Rapel Valley,,,,Chardonnay,,,,,,,,,,,,White,"Appetizer, Table",13.4,8~10,SWEET1,ACIDITY3,BODY3,TANNIN1,40000.0,2017.0,750.0
156842,"L'Ecole No 41, Columbia Valley Semillon",레꼴 넘버 41 L'Ecole No 41,미국 U.S.A,워싱턴주 Washington State,콜롬비아 밸리 Columbia Valley,,,Semillon,Sauvignon blanc,,,,,,,,,,,White,"Appetizer, Table",14.5,10~12,SWEET1,ACIDITY3,BODY3,TANNIN1,55000.0,2018.0,750.0
153708,Amuse Bouche Restaurant,아뮤즈 부셰 Amuse Bouche,미국 U.S.A,캘리포니아 California,나파 카운티 Napa County,나파 밸리 Napa Valley,,Merlot,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,1960000.0,2003.0,750.0
141109,"Canyon Ridge, Chardonnay",캐년 릿지 Canyon Ridge,미국 U.S.A,캘리포니아 California,,,,Chardonnay,,,,,,,,,,,,White,Table,13.7,9~11,SWEET1,ACIDITY3,BODY2,TANNIN1,27000.0,2005.0,750.0
162545,Charlotte Street Chardonnay,아콜레이드 Accolade,호주 Australia,사우스 오스트레일리아 South Australia,,,,Chardonnay,,,,,,,,,,,,White,Table,13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN1,12900.0,2017.0,750.0
154327,"Clos Mogador, Manyetes",끌로 모가도르 Clos Mogador,스페인 Spain,까탈루냐 Catalunya,프리오랏 Priorat,,,Carignano,Garnacha,Cabernet Sauvignon,Syrah & Shiraz,,,,,,,,,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,270000.0,2009.0,750.0
145665,"Marques de la Concordia, Tempranillo",마르께스 데 라 꽁꼬르디아 Marques de la Concordia,스페인 Spain,리오하 Rioja,,,,Tempranillo,,,,,,,,,,,,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,30000.0,2008.0,750.0
141581,"Domaine de Camille Giroud, Gevrey Chambertin",도멘 드 까밀 지로 Domaine de Camille Giroud,프랑스 France,부르고뉴 Bourgogne,꼬뜨 드 뉘 Cote de Nuits,쥬브레-샹베르땅 Gevrey-Chambertin,,Pinot Noir,,,,,,,,,,,,Red,Table,12~13,15~17,SWEET1,ACIDITY4,BODY2,TANNIN2,189000.0,2005.0,750.0
142764,Las Moras Cabernet Sauvignon Shiraz Reserve,핀카 라스 모라스 Finca Las Moras,아르헨티나 Argentina,산 후안 San Juan,,,,Cabernet Sauvignon,Syrah & Shiraz,,,,,,,,,,,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,32000.0,2005.0,750.0
149636,"Tohu, Reserve Chardonnay",토후 Tohu,뉴질랜드 New Zealand,노스 아일랜드 North Island,기스번 Gisborne,,,Chardonnay,,,,,,,,,,,,White,Table,13.5,10~12,SWEET1,ACIDITY4,BODY3,TANNIN1,25000.0,2007.0,750.0
162651,"Castell’in Villa, Chianti Classico Riserva ",까스뗄린 빌라 Castell’in Villa,이탈리아 Italy,토스카나 Toscana,키안티 Chianti,,,Sangiovese,,,,,,,,,,,,Red,Table,14.5,16~18,SWEET1,ACIDITY4,BODY4,TANNIN3,170000.0,2009.0,750.0
165096,"Boscehndal, Jean Garde Chardonnay",보쉔달 Boschendal,남아프리카 공화국 the Republic of South Africa,웨스턴 케이프 Western Cape,,,,Chardonnay,,,,,,,,,,,,White,Table,13~14,8~10,SWEET1,ACIDITY3,BODY3,TANNIN1,33000.0,2019.0,750.0
149389,"Domaine des Malandes, Petit Chablis",도멘 드 마랑드 Domaine des Malandes,프랑스 France,부르고뉴 Bourgogne,샤블리 Chablis,,,Chardonnay,,,,,,,,,,,,White,Table,,,SWEET1,ACIDITY5,BODY3,TANNIN1,80000.0,2008.0,750.0
167953,"St. Supery, Cabernet Sauvignon Dollarhide Estate Vineyard",생 수페리 St Supery,미국 U.S.A,캘리포니아 California,나파 카운티 Napa County,나파 밸리 Napa Valley,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,385000.0,2015.0,750.0
167126,"Anay, Gran Reserva Cabernet Sauvignon",아나이 Anay,칠레 Chile,라펠 밸리 Rapel Valley,콜차구아 밸리 Colchagua Valley,,,Cabernet Sauvignon,Carmenere,Cabernet Franc,,,,,,,,,,Red,Table,14~15,16~18,SWEET1,ACIDITY4,BODY3,TANNIN3,62000.0,2017.0,750.0
161398,"Chandon de Briailles, Corton Blanc Grand Cru",도멘 샹동 드 브리아이 Domaine Chandon de Briailles,프랑스 France,부르고뉴 Bourgogne,꼬뜨 드 본 Cote de Beaune,알록스-꼬르통 Aloxe-Corton,,Chardonnay,,,,,,,,,,,,White,Table,,,SWEET1,ACIDITY5,BODY4,TANNIN1,460000.0,2015.0,750.0
150368,"Nederburg, Rose",디스텔 Distell,남아프리카 공화국 the Republic of South Africa,웨스턴 케이프 Western Cape,,,,Pinotage,,,,,,,,,,,,Rose,Table,12~13,12~14,SWEET2,ACIDITY4,BODY3,TANNIN2,25000.0,2018.0,750.0
149395,"Anakena, Cabernet Sauvignon Rose",아나케나 Anakena,칠레 Chile,라펠 밸리 Rapel Valley,,,,Cabernet Sauvignon,,,,,,,,,,,,Rose,Table,,,SWEET1,ACIDITY3,BODY2,TANNIN1,40000.0,2007.0,750.0
142075,Tamas Chardonnay,아이반 타마스 Ivan tamas,미국 U.S.A,캘리포니아 California,앨러미다 카운티 Alameda County,샌프란시스코 베이 San Francisco Bay,,Chardonnay,,,,,,,,,,,,White,Table,,,SWEET1,ACIDITY3,BODY2,TANNIN1,25000.0,2003.0,750.0
142276,"Elderton, Barossa Cabernet Sauvignon",엘덜톤 Elderton,호주 Australia,사우스 오스트레일리아 South Australia,바로사 밸리 Barossa Valley,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN5,90000.0,2006.0,750.0
152368,"Sileni, Cellar Selection Pinot Noir  ",실레니  Sileni Estate,뉴질랜드 New Zealand,노스 아일랜드 North Island,혹스 베이 Hawke’s Bay,,,Pinot Noir,,,,,,,,,,,,Red,Table,13~14,15~16,SWEET1,ACIDITY3,BODY3,TANNIN2,62000.0,2018.0,750.0
150037,"Dogma, Reserva Pinot Noir",도그마 Dogma,칠레 Chile,서던 리젼 Southern Region,비오-비오 밸리 Bio-Bio-Valley,,,Pinot Noir,,,,,,,,,,,,Red,Table,14,15~17,SWEET1,ACIDITY3,BODY3,TANNIN2,40000.0,2011.0,750.0
168450,"Landmark, Overlook Pinot noir",랜드마크 Landmark,미국 U.S.A,캘리포니아 California,소노마 카운티 Sonoma County,,,Pinot Noir,,,,,,,,,,,,Red,"Appetizer, Table",14~15,14~16,SWEET1,ACIDITY4,BODY3,TANNIN3,80000.0,2017.0,750.0
167649,"McGuigan, Black Label Red",맥기건 Mcguigan,호주 Australia,사우스 이스턴 오스트레일리아 South Eastern Australia,,,,Syrah & Shiraz,Blend,,,,,,,,,,,Red,Table,12~13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,44000.0,2019.0,750.0
151303,"Errazuriz Ovalle, VIN 7479 Merlot ",비네도스 에라주리즈 오발 Vinedos Errazuriz Ovalle S.A.,칠레 Chile,라펠 밸리 Rapel Valley,콜차구아 밸리 Colchagua Valley,,,Merlot,,,,,,,,,,,,Red,Table,13.5,15~17,SWEET1,ACIDITY3,BODY2,TANNIN3,27000.0,2012.0,750.0
143597,Yering Station Merlot,예링 스테이션 Yering Station,호주 Australia,빅토리아 Victoria,야라 밸리 Yarra Valley,,,Merlot,Cabernet Sauvignon,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,54000.0,2001.0,750.0
141735,"Pierre Gruber, Savigny les Beaune",삐에르 그루버 Pierre Gruber,프랑스 France,부르고뉴 Bourgogne,꼬뜨 드 본 Cote de Beaune,사비니-레-본 Savigny-les-Beaune,,Pinot Noir,,,,,,,,,,,,Red,Table,13,10~12,SWEET1,ACIDITY3,BODY3,TANNIN2,115000.0,2004.0,750.0
163136,"Bodega Cerron, Herrada ‘Amphora’",보데가 세론 Bodega Cerron,스페인 Spain,후미야 Jumilla,,,,Syrah & Shiraz,,,,,,,,,,,,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,150000.0,2016.0,750.0
151132,Chateau Tour du Haut-Moulin,샤또 뚜르 뒤 오 물랑 Chateau Tour du Haut-Moulin,프랑스 France,보르도 Bordeaux,오-메독 Haut-Medoc,,,Cabernet Sauvignon,Merlot,Petit Verdot,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,90000.0,,
167229,Kretikos White,부따리 Boutari,그리스 Greece,크레타 Crete,,,,Vilana,,,,,,,,,,,,White,"Appetizer, Table",12~13,8~10,SWEET1,ACIDITY4,BODY2,TANNIN1,22000.0,2017.0,750.0
163776,"Penley Estate, Phoenix Cabernet Sauvignon",펜리 에스테이트 Penley Estate,호주 Australia,사우스 오스트레일리아 South Australia,쿠나와라 Coonawarra,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,14~15,15~17,SWEET1,ACIDITY3,BODY4,TANNIN4,50000.0,2018.0,750.0
149348,"Chateau Los Boldos, Tradition Cabernet Sauvignon",샤또 로스 볼도스 Chateau Los Boldos,칠레 Chile,라펠 밸리 Rapel Valley,,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,22000.0,2010.0,750.0
155875,Anakena Alwa Limited Edition Cabernet Sauvignon,아나케나 Anakena,칠레 Chile,라펠 밸리 Rapel Valley,카차포알 밸리 Cachapoal Valley,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,14,16~18,SWEET1,ACIDITY4,BODY5,TANNIN4,230000.0,2010.0,750.0
157308,Chateau Piquaud,샤또 피쿼드 Chateau Piquaud,프랑스 France,보르도 Bordeaux,,,,,,,,,,,,,,,,,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,20000.0,2011.0,750.0
161291,Clement Klur Cremant d’Alsace,클루멘트 클루 Clement Klur,프랑스 France,알자스 Alsace,,,,Pinot Blanc,Auxerrois,,,,,,,,,,,White,Table,12,6~8,SWEET1,ACIDITY4,BODY4,TANNIN1,88000.0,,750.0
158391,"Dujac Fils & Pere, Gevrey Chambertin",도멘 뒤작 Domaine Dujac,프랑스 France,부르고뉴 Bourgogne,꼬뜨 드 뉘 Cote de Nuits,쥬브레-샹베르땅 Gevrey-Chambertin,,Pinot Noir,,,,,,,,,,,,Red,Table,13~14,15~17,SWEET1,ACIDITY4,BODY3,TANNIN2,275000.0,2017.0,750.0
145218,Gini Soave Classico La Frosca,지니 산드로 에 클라우디오 Gini Sandro e Claudio,이탈리아 Italy,베네토 Veneto,소아베 Soave,,,Garganega,Chardonnay,,,,,,,,,,,White,Table,13,9~11,SWEET1,ACIDITY4,BODY2,TANNIN1,91000.0,2005.0,750.0
140836,"Frescobaldi, Pomino Bianco Castello di Pomino",프레스코발디 Frescobaldi,이탈리아 Italy,토스카나 Toscana,,,,Chardonnay,Pinot Bianco,,,,,,,,,,,White,Table,12.5,10~12,SWEET1,ACIDITY3,BODY2,TANNIN1,43000.0,2017.0,750.0
160082,L’Aventure Cote A Cote,라방츄어 L'Aventure,미국 U.S.A,캘리포니아 California,,,,Syrah & Shiraz,Grenache,mourvedre,,,,,,,,,,Red,Table,15~16,16~18,SWEET1,ACIDITY4,BODY5,TANNIN5,230000.0,2012.0,750.0
152874,"Maison Leroy, Chassagne Montrachet 1er Cru",메종 르로이 Maison Leroy,프랑스 France,부르고뉴 Bourgogne,꼬뜨 드 본 Cote de Beaune,샤샤뉴-몽라셰 Chassagne-Montrachet,,Chardonnay,,,,,,,,,,,,White,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN1,274000.0,1999.0,750.0
162852,"Thierry Pillot, Batard-Montrachet",도멘 폴 피요 Domaine Paul Pillot,프랑스 France,부르고뉴 Bourgogne,꼬뜨 드 본 Cote de Beaune,쀨리니-몽라셰 Puligny-Montrachet,,Chardonnay,,,,,,,,,,,,White,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN1,1190000.0,2016.0,750.0
158537,Mirre,포지오 레 볼피 Poggio Le Volpi,이탈리아 Italy,뿔리아 Puglia,,,,Negroamaro,,,,,,,,,,,,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,83000.0,2010.0,750.0
148039,"Albert Bichot, Cremant de Bourgogne Brut Reserve",알베르 비쇼 Albert Bichot,프랑스 France,부르고뉴 Bourgogne,,,,Chardonnay,Pinot Noir,Aligote,Gamay,,,,,,,,,Sparkling,Appetizer,,,SWEET1,ACIDITY4,BODY3,TANNIN1,80000.0,,750.0
138426,Chateau La Couronne,샤또 라꾸론느 Chateau La Couronne,프랑스 France,보르도 Bordeaux,생-떼밀리옹 그랑 크뤼 Saint-Emilion Grand Cru,,,Merlot,Cabernet Sauvignon,Cabernet Franc,,,,,,,,,,Red,Table,12~13,16~18,SWEET1,ACIDITY4,BODY4,TANNIN4,100000.0,2002.0,750.0
158008,"Montgras, Intriga",비냐 몽그라스 Vina Montgras,칠레 Chile,마이포 밸리 Maipo Valley,푸엔테 알토 Puente Alto,,,Cabernet Sauvignon,Cabernet Franc,Petit Verdot,,,,,,,,,,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,100000.0,2015.0,750.0
153510,Marques De Casa Concha Pinot Noir,콘차이 토로 Concha y Toro,칠레 Chile,코킴보 Coquimbo,리마리 밸리 Limari Valley,,,Pinot Noir,,,,,,,,,,,,Red,Table,14~15,16~18,SWEET1,ACIDITY4,BODY3,TANNIN3,70000.0,2011.0,750.0
162516,Lancers Rose,호세 마리아 폰세카 Jose Maria da Fonseca,포르투갈 Portugal,Syrah & Shiraz,,,,Touriga Nacional,Castelao,Trincadeira,Aragonez,,,,,,,,,Rose,Table,,,SWEET2,ACIDITY2,BODY2,TANNIN1,30000.0,,750.0
160980,"Rivetto, Barolo 'Leon' Riserva",리베토 Rivetto,이탈리아 Italy,피에몬테 Piemonte,바롤로 Barolo,,,Nebbiolo,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN5,300000.0,2013.0,750.0
161853,Monnalisa Spumante,칸티네 레오나르도 다 빈치 Cantine Leonardo Da Vinci,이탈리아 Italy,에밀리아 로마냐 Emilia-Romagna,,,,Trebbiano,Chardonnay,,,,,,,,,,,Sparkling,Appetizer,,,SWEET2,ACIDITY3,BODY2,TANNIN1,24500.0,,750.0
167027,"Vina Penalolen, Azul ",비냐 페냐롤렌 Vina Penalolen,칠레 Chile,마이포 밸리 Maipo Valley,,,,Cabernet Sauvignon,Petit Verdot,Cabernet Franc,,,,,,,,,,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY5,TANNIN5,105000.0,2015.0,750.0
146963,Golden Dew,바인 레인 Vine Lane,호주 Australia,뉴 사우스 웨일즈 New South Wales,,,,Semillon,,,,,,,,,,,,White,Dessert,,,SWEET5,ACIDITY1,BODY4,TANNIN1,46000.0,,375.0
